contract,gm1%,spc2014,spc2016,spc-new
NCL2015-0134,23.46,1087812.36,709041.21,797671.36
NCL2015-0134,23.52,1092142.82,709618.60,798320.93
NCL2015-0134,23.58,1096473.28,710196.00,798970.50
NCL2015-0134,23.64,1100803.75,710773.39,799620.07
NCL2015-0134,23.71,1105134.21,711350.79,800269.64
NCL2015-0134,23.77,1109464.67,711928.18,800919.21
NCL2015-0134,23.83,1113795.14,712505.58,801568.78
NCL2015-0134,23.89,1118125.60,713082.97,802218.34
NCL2015-0134,23.95,1122456.06,713660.37,802867.91
NCL2015-0134,24.01,1126786.53,714237.76,803517.48
NCL2015-0134,24.08,1131116.99,714815.16,804167.05
NCL2015-0134,24.14,1135447.45,715392.55,804816.62
NCL2015-0134,24.20,1139777.92,715969.95,805466.19
NCL2015-0134,24.26,1144108.38,716547.34,806115.76
NCL2015-0134,24.32,1148438.84,717124.74,806765.33
NCL2015-0134,24.38,1152769.31,717702.13,807414.90
NCL2015-0134,24.44,1157099.77,718279.53,808064.47
NCL2015-0134,24.50,1161430.23,718856.92,808714.04
NCL2015-0134,24.56,1165760.70,719434.32,809363.61
NCL2015-0134,24.62,1170091.16,720011.71,810013.18
NCL2015-0134,24.68,1174421.62,720589.11,810662.75
NCL2015-0134,24.74,1178752.09,721166.50,811312.32
NCL2015-0134,24.80,1183082.55,721743.90,811961.89
NCL2015-0134,24.86,1187413.01,722321.30,812611.46
NCL2015-0134,24.92,1191743.48,722898.69,813261.03
NCL2015-0134,24.98,1196073.94,723476.09,813910.60
contract,gm1%,spc2014,spc2016,spc-new
NCL2015-0378,5.01,10448.61,10448.61,20897.21
NCL2015-0378,5.11,10459.20,10459.20,20918.41
NCL2015-0378,5.20,10469.80,10469.80,20939.60
NCL2015-0378,5.30,10480.40,10480.40,20960.80
NCL2015-0378,5.40,10491.00,10491.00,20981.99
NCL2015-0378,5.49,10501.59,10501.59,21003.18
NCL2015-0378,5.59,10512.19,10512.19,21024.38
NCL2015-0378,5.68,10522.79,10522.79,21045.57
NCL2015-0378,5.78,10533.38,10533.38,21066.77
NCL2015-0378,5.87,10543.98,10543.98,21087.96
NCL2015-0378,5.97,10554.58,10554.58,21109.15
NCL2015-0378,6.06,10565.17,10565.17,21130.35
NCL2015-0378,6.15,10575.77,10575.77,21151.54
NCL2015-0378,6.25,10586.37,10586.37,21172.74
NCL2015-0378,6.34,10596.97,10596.97,21193.93
NCL2015-0378,6.43,10607.56,10607.56,21215.12
NCL2015-0378,6.53,10618.16,10618.16,21236.32
NCL2015-0378,6.62,10628.76,10628.76,21257.51
NCL2015-0378,6.71,10639.35,10639.35,21278.71
NCL2015-0378,6.81,10649.95,10649.95,21299.90
NCL2015-0378,6.90,12894.27,10660.55,21321.09
NCL2015-0378,6.99,13318.15,10671.14,21342.29
NCL2015-0378,7.08,13742.03,10681.74,21363.48
NCL2015-0378,7.18,14165.91,10692.34,21384.68
NCL2015-0378,7.27,14589.79,10702.93,21405.87
NCL2015-0378,7.36,15013.66,10713.53,21427.06
NCL2015-0378,7.45,15437.54,10724.13,21448.26
NCL2015-0378,7.54,15861.42,10734.73,21469.45
NCL2015-0378,7.63,16285.30,10745.32,21490.65
NCL2015-0378,7.73,16709.18,10755.92,21511.84
NCL2015-0378,7.82,17133.06,10766.52,21533.03
NCL2015-0378,7.91,17556.94,10777.11,21554.23
NCL2015-0378,8.00,17980.81,10787.71,21575.42
NCL2015-0378,8.09,18404.69,21596.61,32394.92
NCL2015-0378,8.18,18828.57,21617.81,32426.71
NCL2015-0378,8.27,19252.45,21639.00,32458.50
NCL2015-0378,8.36,19676.33,21660.20,32490.29
NCL2015-0378,8.45,20100.21,21681.39,32522.09
NCL2015-0378,8.54,20524.09,21702.58,32553.88
NCL2015-0378,8.63,20947.97,21723.78,32585.67
NCL2015-0378,8.71,21371.84,21744.97,32617.46
NCL2015-0378,8.80,21795.72,21766.17,32649.25
NCL2015-0378,8.89,22219.60,21787.36,32681.04
NCL2015-0378,8.98,22643.48,21808.55,32712.83
NCL2015-0378,9.07,23067.36,21829.75,32744.62
NCL2015-0378,9.16,23491.24,21850.94,32776.41
NCL2015-0378,9.25,23915.12,21872.14,32808.20
NCL2015-0378,9.33,24338.99,21893.33,32839.99
NCL2015-0378,9.42,24762.87,21914.52,32871.79
NCL2015-0378,9.51,25186.75,21935.72,32903.58
NCL2015-0378,9.60,25610.63,21956.91,32935.37
NCL2015-0378,9.68,26034.51,21978.11,32967.16
NCL2015-0378,9.77,26458.39,21999.30,32998.95
NCL2015-0378,9.86,26882.27,22020.49,33030.74
NCL2015-0378,9.94,27306.14,22041.69,33062.53
NCL2015-0378,10.03,27730.02,33094.32,44125.76
NCL2015-0378,10.12,28153.90,33126.11,44168.15
NCL2015-0378,10.20,28577.78,33157.90,44210.54
NCL2015-0378,10.29,29001.66,33189.69,44252.93
NCL2015-0378,10.37,29425.54,33221.49,44295.31
NCL2015-0378,10.46,29849.42,33253.28,44337.70
NCL2015-0378,10.55,30273.29,33285.07,44380.09
NCL2015-0378,10.63,30697.17,33316.86,44422.48
NCL2015-0378,10.72,31121.05,33348.65,44464.87
NCL2015-0378,10.80,31544.93,33380.44,44507.25
NCL2015-0378,10.89,31968.81,33412.23,44549.64
NCL2015-0378,10.97,32392.69,33444.02,44592.03
NCL2015-0378,11.06,32816.57,33475.81,44634.42
NCL2015-0378,11.14,33240.44,33507.60,44676.80
NCL2015-0378,11.22,33664.32,33539.39,44719.19
NCL2015-0378,11.31,34088.20,33571.19,44761.58
NCL2015-0378,11.39,34512.08,33602.98,44803.97
NCL2015-0378,11.48,34935.96,33634.77,44846.36
NCL2015-0378,11.56,35359.84,33666.56,44888.74
NCL2015-0378,11.64,35783.72,33698.35,44931.13
NCL2015-0378,11.73,36207.59,33730.14,44973.52
NCL2015-0378,11.81,36631.47,33761.93,45015.91
NCL2015-0378,11.89,37055.35,33793.72,45058.30
NCL2015-0378,11.97,37479.23,33825.51,45100.68
NCL2015-0378,12.06,37903.11,33857.30,45143.07
NCL2015-0378,12.14,38326.99,33889.09,45185.46
NCL2015-0378,12.22,38750.87,33920.88,45227.85
NCL2015-0378,12.30,39174.74,33952.68,45270.23
NCL2015-0378,12.39,39598.62,33984.47,45312.62
NCL2015-0378,12.47,40022.50,34016.26,45355.01
NCL2015-0378,12.55,40446.38,34048.05,45397.40
NCL2015-0378,12.63,40870.26,34079.84,45439.79
NCL2015-0378,12.71,41294.14,34111.63,45482.17
NCL2015-0378,12.79,41718.02,34143.42,45524.56
NCL2015-0378,12.88,42141.90,34175.21,45566.95
NCL2015-0378,12.96,42565.77,34207.00,45609.34
NCL2015-0378,13.04,42989.65,34238.79,45651.73
NCL2015-0378,13.12,43413.53,34270.58,45694.11
NCL2015-0378,13.20,43837.41,34302.38,45736.50
NCL2015-0378,13.28,44261.29,34334.17,45778.89
NCL2015-0378,13.36,44685.17,34365.96,45821.28
NCL2015-0378,13.44,45109.05,34397.75,45863.66
NCL2015-0378,13.52,45532.92,34429.54,45906.05
NCL2015-0378,13.60,57446.00,34461.33,45948.44
NCL2015-0378,13.68,57975.85,34493.12,45990.83
NCL2015-0378,13.76,58505.70,34524.91,46033.22
NCL2015-0378,13.84,59035.55,34556.70,46075.60
NCL2015-0378,13.92,59565.40,34588.49,46117.99
NCL2015-0378,14.00,60095.24,34620.28,46160.38
NCL2015-0378,14.07,60625.09,34652.08,46202.77
NCL2015-0378,14.15,61154.94,34683.87,46245.16
NCL2015-0378,14.23,61684.79,34715.66,46287.54
NCL2015-0378,14.31,62214.64,34747.45,46329.93
NCL2015-0378,14.39,62744.49,34779.24,46372.32
NCL2015-0378,14.47,63274.33,34811.03,46414.71
NCL2015-0378,14.55,63804.18,34842.82,46457.09
NCL2015-0378,14.62,64334.03,34874.61,46499.48
NCL2015-0378,14.70,64863.88,34906.40,46541.87
NCL2015-0378,14.78,65393.73,34938.19,46584.26
NCL2015-0378,14.86,65923.57,34969.98,46626.65
NCL2015-0378,14.93,66453.42,35001.78,46669.03
NCL2015-0378,15.01,66983.27,58389.28,70067.13
NCL2015-0378,15.09,67513.12,58442.26,70130.71
NCL2015-0378,15.16,68042.97,58495.25,70194.30
NCL2015-0378,15.24,68572.82,58548.23,70257.88
NCL2015-0378,15.32,69102.66,58601.22,70321.46
NCL2015-0378,15.39,69632.51,58654.20,70385.04
NCL2015-0378,15.47,70162.36,58707.19,70448.62
NCL2015-0378,15.55,70692.21,58760.17,70512.21
NCL2015-0378,15.62,71222.06,58813.16,70575.79
NCL2015-0378,15.70,71751.91,58866.14,70639.37
NCL2015-0378,15.77,72281.75,58919.13,70702.95
NCL2015-0378,15.85,72811.60,58972.11,70766.53
NCL2015-0378,15.93,73341.45,59025.10,70830.11
NCL2015-0378,16.00,73871.30,59078.08,70893.70
NCL2015-0378,16.08,74401.15,59131.06,70957.28
NCL2015-0378,16.15,74931.00,59184.05,71020.86
NCL2015-0378,16.23,75460.84,59237.03,71084.44
NCL2015-0378,16.30,75990.69,59290.02,71148.02
NCL2015-0378,16.38,76520.54,59343.00,71211.60
NCL2015-0378,16.45,77050.39,59395.99,71275.19
NCL2015-0378,16.53,77580.24,59448.97,71338.77
NCL2015-0378,16.60,78110.08,59501.96,71402.35
NCL2015-0378,16.67,78639.93,59554.94,71465.93
NCL2015-0378,16.75,79169.78,59607.93,71529.51
NCL2015-0378,16.82,79699.63,59660.91,71593.10
NCL2015-0378,16.90,80229.48,59713.90,71656.68
NCL2015-0378,16.97,80759.33,59766.88,71720.26
NCL2015-0378,17.04,81289.17,59819.87,71783.84
NCL2015-0378,17.12,81819.02,59872.85,71847.42
NCL2015-0378,17.19,82348.87,59925.84,71911.00
NCL2015-0378,17.26,82878.72,59978.82,71974.59
NCL2015-0378,17.34,83408.57,60031.81,72038.17
NCL2015-0378,17.41,83938.42,60084.79,72101.75
NCL2015-0378,17.48,84468.26,60137.78,72165.33
NCL2015-0378,17.55,84998.11,60190.76,72228.91
NCL2015-0378,17.63,85527.96,60243.75,72292.50
NCL2015-0378,17.70,86057.81,60296.73,72356.08
NCL2015-0378,17.77,86587.66,60349.72,72419.66
NCL2015-0378,17.84,87117.51,60402.70,72483.24
NCL2015-0378,17.92,87647.35,60455.69,72546.82
NCL2015-0378,17.99,88177.20,60508.67,72610.40
NCL2015-0378,18.06,88707.05,60561.65,72673.99
NCL2015-0378,18.13,89236.90,60614.64,72737.57
NCL2015-0378,18.20,89766.75,60667.62,72801.15
NCL2015-0378,18.27,90296.59,60720.61,72864.73
NCL2015-0378,18.34,90826.44,60773.59,72928.31
NCL2015-0378,18.42,91356.29,60826.58,72991.89
NCL2015-0378,18.49,91886.14,60879.56,73055.48
NCL2015-0378,18.56,92415.99,60932.55,73119.06
NCL2015-0378,18.63,92945.84,60985.53,73182.64
NCL2015-0378,18.70,93475.68,61038.52,73246.22
NCL2015-0378,18.77,94005.53,61091.50,73309.80
NCL2015-0378,18.84,94535.38,61144.49,73373.39
NCL2015-0378,18.91,95065.23,61197.47,73436.97
NCL2015-0378,18.98,95595.08,61250.46,73500.55
NCL2015-0378,19.05,96124.93,61303.44,73564.13
NCL2015-0378,19.12,96654.77,61356.43,73627.71
NCL2015-0378,19.19,97184.62,61409.41,73691.29
NCL2015-0378,19.26,97714.47,61462.40,73754.88
NCL2015-0378,19.33,98244.32,61515.38,73818.46
NCL2015-0378,19.40,98774.17,61568.37,73882.04
NCL2015-0378,19.47,99304.01,61621.35,73945.62
NCL2015-0378,19.54,99833.86,61674.34,74009.20
NCL2015-0378,19.61,100363.71,61727.32,74072.79
NCL2015-0378,19.68,100893.56,61780.31,74136.37
NCL2015-0378,19.74,101423.41,61833.29,74199.95
NCL2015-0378,19.81,101953.26,61886.28,74263.53
NCL2015-0378,19.88,102483.10,61939.26,74327.11
NCL2015-0378,19.95,103012.95,61992.25,74390.69
NCL2015-0378,20.02,103542.80,99272.37,111681.41
NCL2015-0378,20.09,104072.65,99357.14,111776.79
NCL2015-0378,20.15,104602.50,99441.92,111872.16
NCL2015-0378,20.22,105132.35,99526.70,111967.53
NCL2015-0378,20.29,105662.19,99611.47,112062.90
NCL2015-0378,20.36,106192.04,99696.25,112158.28
NCL2015-0378,20.43,106721.89,99781.02,112253.65
NCL2015-0378,20.49,107251.74,99865.80,112349.02
NCL2015-0378,20.56,107781.59,99950.57,112444.40
NCL2015-0378,20.63,108311.44,100035.35,112539.77
NCL2015-0378,20.70,108841.28,100120.13,112635.14
NCL2015-0378,20.76,109371.13,100204.90,112730.51
NCL2015-0378,20.83,109900.98,100289.68,112825.89
NCL2015-0378,20.90,110430.83,100374.45,112921.26
NCL2015-0378,20.96,110960.68,100459.23,113016.63
NCL2015-0378,21.03,111490.52,100544.00,113112.00
NCL2015-0378,21.10,112020.37,100628.78,113207.38
NCL2015-0378,21.16,112550.22,100713.56,113302.75
NCL2015-0378,21.23,113080.07,100798.33,113398.12
NCL2015-0378,21.30,113609.92,100883.11,113493.50
NCL2015-0378,21.36,114139.77,100967.88,113588.87
NCL2015-0378,21.43,114669.61,101052.66,113684.24
NCL2015-0378,21.49,115199.46,101137.43,113779.61
NCL2015-0378,21.56,115729.31,101222.21,113874.99
NCL2015-0378,21.62,116259.16,101306.99,113970.36
NCL2015-0378,21.69,116789.01,101391.76,114065.73
NCL2015-0378,21.76,117318.86,101476.54,114161.10
NCL2015-0378,21.82,117848.70,101561.31,114256.48
NCL2015-0378,21.89,118378.55,101646.09,114351.85
NCL2015-0378,21.95,118908.40,101730.86,114447.22
NCL2015-0378,22.02,119438.25,101815.64,114542.59
NCL2015-0378,22.08,119968.10,101900.42,114637.97
NCL2015-0378,22.15,120497.94,101985.19,114733.34
NCL2015-0378,22.21,121027.79,102069.97,114828.71
NCL2015-0378,22.27,121557.64,102154.74,114924.09
NCL2015-0378,22.34,122087.49,102239.52,115019.46
NCL2015-0378,22.40,122617.34,102324.29,115114.83
NCL2015-0378,22.47,123147.19,102409.07,115210.20
NCL2015-0378,22.53,123677.03,102493.85,115305.58
NCL2015-0378,22.60,124206.88,102578.62,115400.95
NCL2015-0378,22.66,124736.73,102663.40,115496.32
NCL2015-0378,22.72,125266.58,102748.17,115591.69
NCL2015-0378,22.79,125796.43,102832.95,115687.07
NCL2015-0378,22.85,126326.28,102917.72,115782.44
NCL2015-0378,22.91,126856.12,103002.50,115877.81
NCL2015-0378,22.98,127385.97,103087.28,115973.18
NCL2015-0378,23.04,127915.82,103172.05,116068.56
NCL2015-0378,23.10,128445.67,103256.83,116163.93
NCL2015-0378,23.17,128975.52,103341.60,116259.30
NCL2015-0378,23.23,155406.44,103426.38,116354.68
NCL2015-0378,23.29,156042.26,103511.15,116450.05
NCL2015-0378,23.36,156678.07,103595.93,116545.42
NCL2015-0378,23.42,157313.89,103680.71,116640.79
NCL2015-0378,23.48,157949.71,103765.48,116736.17
NCL2015-0378,23.54,158585.53,103850.26,116831.54
NCL2015-0378,23.61,159221.35,103935.03,116926.91
NCL2015-0378,23.67,159857.16,104019.81,117022.28
NCL2015-0378,23.73,160492.98,104104.58,117117.66
NCL2015-0378,23.79,161128.80,104189.36,117213.03
NCL2015-0378,23.85,161764.62,104274.14,117308.40
NCL2015-0378,23.92,162400.43,104358.91,117403.78
NCL2015-0378,23.98,163036.25,104443.69,117499.15
NCL2015-0378,24.04,163672.07,104528.46,117594.52
NCL2015-0378,24.10,164307.89,104613.24,117689.89
NCL2015-0378,24.16,164943.71,104698.01,117785.27
NCL2015-0378,24.22,165579.52,104782.79,117880.64
NCL2015-0378,24.29,166215.34,104867.57,117976.01
NCL2015-0378,24.35,166851.16,104952.34,118071.38
NCL2015-0378,24.41,167486.98,105037.12,118166.76
NCL2015-0378,24.47,168122.80,105121.89,118262.13
NCL2015-0378,24.53,168758.61,105206.67,118357.50
NCL2015-0378,24.59,169394.43,105291.44,118452.87
NCL2015-0378,24.65,170030.25,105376.22,118548.25
NCL2015-0378,24.71,170666.07,105461.00,118643.62
NCL2015-0378,24.77,171301.89,105545.77,118738.99
NCL2015-0378,24.83,171937.70,105630.55,118834.37
NCL2015-0378,24.89,172573.52,105715.32,118929.74
NCL2015-0378,24.95,173209.34,105800.10,119025.11
contract,gm1%,spc2014,spc2016,spc-new
NCL2014-535,5.07,20579.10,25723.87,51447.75
NCL2014-535,5.16,20597.96,25747.45,51494.90
NCL2014-535,5.24,20616.82,25771.03,51542.06
NCL2014-535,5.33,30965.71,25794.61,51589.22
NCL2014-535,5.42,31908.84,25818.19,51636.37
NCL2014-535,5.50,32851.97,25841.76,51683.53
NCL2014-535,5.59,33795.10,25865.34,51730.69
NCL2014-535,5.68,34738.23,25888.92,51777.84
NCL2014-535,5.76,35681.36,25912.50,51825.00
NCL2014-535,5.85,36624.49,25936.08,51872.15
NCL2014-535,5.93,37567.62,25959.66,51919.31
NCL2014-535,6.02,38510.75,25983.23,51966.47
NCL2014-535,6.10,39453.88,26006.81,52013.62
NCL2014-535,6.19,40397.01,26030.39,52060.78
NCL2014-535,6.27,41340.14,26053.97,52107.94
NCL2014-535,6.36,42283.27,26077.55,52155.09
NCL2014-535,6.44,43226.40,26101.13,52202.25
NCL2014-535,6.53,44169.53,26124.70,52249.41
NCL2014-535,6.61,45112.66,26148.28,52296.56
NCL2014-535,6.69,46055.79,26171.86,52343.72
NCL2014-535,6.78,46998.92,26195.44,52390.88
NCL2014-535,6.86,47942.05,26219.02,52438.03
NCL2014-535,6.95,48885.18,26242.59,52485.19
NCL2014-535,7.03,49828.31,26266.17,52532.35
NCL2014-535,7.11,50771.44,26289.75,52579.50
NCL2014-535,7.20,51714.57,26313.33,52626.66
NCL2014-535,7.28,52657.70,26336.91,52673.82
NCL2014-535,7.36,53600.83,26360.49,52720.97
NCL2014-535,7.45,54543.96,26384.06,52768.13
NCL2014-535,7.53,55487.09,26407.64,52815.28
NCL2014-535,7.61,56430.22,26431.22,52862.44
NCL2014-535,7.69,57373.35,26454.80,52909.60
NCL2014-535,7.77,58316.48,26478.38,52956.75
NCL2014-535,7.86,59259.61,26501.96,53003.91
NCL2014-535,7.94,60202.74,26525.53,53051.07
NCL2014-535,8.02,61145.87,53098.22,79647.34
NCL2014-535,8.10,62089.00,53145.38,79718.07
NCL2014-535,8.18,63032.14,53192.54,79788.81
NCL2014-535,8.27,63975.27,53239.69,79859.54
NCL2014-535,8.35,64918.40,53286.85,79930.27
NCL2014-535,8.43,65861.53,53334.01,80001.01
NCL2014-535,8.51,66804.66,53381.16,80071.74
NCL2014-535,8.59,67747.79,53428.32,80142.48
NCL2014-535,8.67,68690.92,53475.48,80213.21
NCL2014-535,8.75,69634.05,53522.63,80283.95
NCL2014-535,8.83,70577.18,53569.79,80354.68
NCL2014-535,8.91,71520.31,53616.95,80425.42
NCL2014-535,8.99,72463.44,53664.10,80496.15
NCL2014-535,9.07,73406.57,53711.26,80566.89
NCL2014-535,9.15,74349.70,53758.41,80637.62
NCL2014-535,9.23,75292.83,53805.57,80708.36
NCL2014-535,9.31,76235.96,53852.73,80779.09
NCL2014-535,9.39,77179.09,53899.88,80849.83
NCL2014-535,9.47,78122.22,53947.04,80920.56
NCL2014-535,9.55,79065.35,53994.20,80991.30
NCL2014-535,9.63,80008.48,54041.35,81062.03
NCL2014-535,9.70,80951.61,54088.51,81132.77
NCL2014-535,9.78,81894.74,54135.67,81203.50
NCL2014-535,9.86,82837.87,54182.82,81274.24
NCL2014-535,9.94,83781.00,54229.98,81344.97
NCL2014-535,10.02,84724.13,81415.70,108554.27
NCL2014-535,10.10,85667.26,81486.44,108648.59
NCL2014-535,10.17,86610.39,81557.17,108742.90
NCL2014-535,10.25,87553.52,81627.91,108837.21
NCL2014-535,10.33,88496.65,81698.64,108931.52
NCL2014-535,10.41,89439.78,81769.38,109025.84
NCL2014-535,10.49,90382.91,81840.11,109120.15
NCL2014-535,10.56,91326.04,81910.85,109214.46
NCL2014-535,10.64,92269.17,81981.58,109308.78
NCL2014-535,10.72,93212.30,82052.32,109403.09
NCL2014-535,10.79,94155.43,82123.05,109497.40
NCL2014-535,10.87,95098.56,82193.79,109591.72
NCL2014-535,10.95,96041.69,82264.52,109686.03
NCL2014-535,11.02,96984.82,82335.26,109780.34
NCL2014-535,11.10,97927.95,82405.99,109874.66
NCL2014-535,11.18,98871.08,82476.73,109968.97
NCL2014-535,11.25,99814.21,82547.46,110063.28
NCL2014-535,11.33,100757.34,82618.20,110157.59
NCL2014-535,11.40,101700.47,82688.93,110251.91
NCL2014-535,11.48,102643.60,82759.67,110346.22
NCL2014-535,11.56,103586.73,82830.40,110440.53
NCL2014-535,11.63,104529.86,82901.13,110534.85
NCL2014-535,11.71,105472.99,82971.87,110629.16
NCL2014-535,11.78,106416.12,83042.60,110723.47
NCL2014-535,11.86,107359.25,83113.34,110817.79
NCL2014-535,11.93,108302.38,83184.07,110912.10
NCL2014-535,12.01,109245.51,83254.81,111006.41
NCL2014-535,12.08,110188.64,83325.54,111100.72
NCL2014-535,12.16,111131.77,83396.28,111195.04
NCL2014-535,12.23,140093.62,83467.01,111289.35
NCL2014-535,12.30,141272.54,83537.75,111383.66
NCL2014-535,12.38,142451.45,83608.48,111477.98
NCL2014-535,12.45,143630.36,83679.22,111572.29
NCL2014-535,12.53,144809.27,83749.95,111666.60
NCL2014-535,12.60,145988.19,83820.69,111760.92
NCL2014-535,12.67,147167.10,83891.42,111855.23
NCL2014-535,12.75,148346.01,83962.16,111949.54
NCL2014-535,12.82,149524.93,84032.89,112043.85
NCL2014-535,12.89,150703.84,84103.63,112138.17
NCL2014-535,12.97,151882.75,84174.36,112232.48
NCL2014-535,13.04,153061.66,84245.09,112326.79
NCL2014-535,13.11,154240.58,84315.83,112421.11
NCL2014-535,13.19,155419.49,84386.56,112515.42
NCL2014-535,13.26,156598.40,84457.30,112609.73
NCL2014-535,13.33,157777.31,84528.03,112704.05
NCL2014-535,13.40,158956.23,84598.77,112798.36
NCL2014-535,13.48,160135.14,84669.50,112892.67
NCL2014-535,13.55,161314.05,84740.24,112986.98
NCL2014-535,13.62,162492.96,84810.97,113081.30
NCL2014-535,13.69,163671.88,84881.71,113175.61
NCL2014-535,13.76,164850.79,84952.44,113269.92
NCL2014-535,13.84,166029.70,85023.18,113364.24
NCL2014-535,13.91,167208.61,85093.91,113458.55
NCL2014-535,13.98,168387.53,85164.65,113552.86
NCL2014-535,14.05,169566.44,85235.38,113647.18
NCL2014-535,14.12,170745.35,85306.12,113741.49
NCL2014-535,14.19,171924.26,85376.85,113835.80
NCL2014-535,14.26,173103.18,85447.59,113930.11
NCL2014-535,14.34,174282.09,85518.32,114024.43
NCL2014-535,14.41,175461.00,85589.06,114118.74
NCL2014-535,14.48,176639.92,85659.79,114213.05
NCL2014-535,14.55,177818.83,85730.52,114307.37
NCL2014-535,14.62,178997.74,85801.26,114401.68
NCL2014-535,14.69,180176.65,85871.99,114495.99
NCL2014-535,14.76,181355.57,85942.73,114590.31
NCL2014-535,14.83,182534.48,86013.46,114684.62
NCL2014-535,14.90,183713.39,86084.20,114778.93
NCL2014-535,14.97,184892.30,86154.93,114873.24
NCL2014-535,15.04,186071.22,143709.45,172451.34
NCL2014-535,15.11,187250.13,143827.34,172592.81
NCL2014-535,15.18,188429.04,143945.23,172734.28
NCL2014-535,15.25,189607.95,144063.12,172875.74
NCL2014-535,15.32,190786.87,144181.01,173017.21
NCL2014-535,15.38,191965.78,144298.90,173158.68
NCL2014-535,15.45,193144.69,144416.79,173300.15
NCL2014-535,15.52,194323.60,144534.69,173441.62
NCL2014-535,15.59,195502.52,144652.58,173583.09
NCL2014-535,15.66,196681.43,144770.47,173724.56
NCL2014-535,15.73,197860.34,144888.36,173866.03
NCL2014-535,15.80,199039.25,145006.25,174007.50
NCL2014-535,15.87,200218.17,145124.14,174148.97
NCL2014-535,15.93,201397.08,145242.03,174290.44
NCL2014-535,16.00,202575.99,145359.92,174431.91
NCL2014-535,16.07,203754.91,145477.82,174573.38
NCL2014-535,16.14,204933.82,145595.71,174714.85
NCL2014-535,16.21,206112.73,145713.60,174856.32
NCL2014-535,16.27,207291.64,145831.49,174997.79
NCL2014-535,16.34,208470.56,145949.38,175139.26
NCL2014-535,16.41,209649.47,146067.27,175280.73
NCL2014-535,16.48,210828.38,146185.16,175422.20
NCL2014-535,16.54,212007.29,146303.05,175563.67
NCL2014-535,16.61,213186.21,146420.95,175705.14
NCL2014-535,16.68,214365.12,146538.84,175846.60
NCL2014-535,16.75,215544.03,146656.73,175988.07
NCL2014-535,16.81,216722.94,146774.62,176129.54
NCL2014-535,16.88,217901.86,146892.51,176271.01
NCL2014-535,16.95,219080.77,147010.40,176412.48
NCL2014-535,17.01,220259.68,147128.29,176553.95
