contract,MP,GM1,GM2,GM1%,GM2%,SPC_A,SPC_B,SPC_C,SPC_D,
NCL2014-707,485299.14,126658.12,36573.51,0.2610,0.0754,3474.48,3657.35,3291.62,3657.35,
NCL2014-707,486012.82,127371.80,37287.18,0.2621,0.0767,3542.28,3728.72,3355.85,3728.72,
NCL2014-707,486726.49,128085.47,38000.86,0.2632,0.0781,3610.08,3800.09,3420.08,3800.09,
NCL2014-707,487440.17,128799.15,38714.53,0.2642,0.0794,3677.88,3871.45,3484.31,3871.45,
NCL2014-707,488153.84,129512.82,39428.21,0.2653,0.0808,4337.10,4534.24,4139.96,4534.24,
NCL2014-707,488867.52,130226.50,40141.88,0.2664,0.0821,4415.61,4616.32,4214.90,4616.32,
NCL2014-707,489581.19,130940.17,40855.56,0.2675,0.0835,4494.11,4698.39,4289.83,4698.39,
NCL2014-707,490294.87,131653.85,41569.23,0.2685,0.0848,4572.62,4780.46,4364.77,4780.46,
NCL2014-707,491008.54,132367.52,42282.91,0.2696,0.0861,4651.12,4862.53,4439.71,4862.53,
NCL2014-707,491722.22,133081.20,42996.58,0.2706,0.0874,4729.62,4944.61,4514.64,4944.61,
NCL2014-707,492435.89,133794.87,43710.26,0.2717,0.0888,4808.13,5026.68,4589.58,5026.68,
NCL2014-707,493149.57,134508.55,44423.93,0.2728,0.0901,4886.63,5108.75,4664.51,5108.75,
NCL2014-707,493863.25,135222.23,45137.61,0.2738,0.0914,4965.14,5190.83,4739.45,5190.83,
NCL2014-707,494576.92,135935.90,45851.29,0.2749,0.0927,5043.64,5272.90,4814.38,5272.90,
NCL2014-707,495290.60,136649.58,46564.96,0.2759,0.0940,5122.15,5354.97,4889.32,5354.97,
NCL2014-707,496004.27,137363.25,47278.64,0.2769,0.0953,5200.65,5437.04,4964.26,5437.04,
NCL2014-707,496717.95,138076.93,47992.31,0.2780,0.0966,5279.15,5519.12,5039.19,5519.12,
NCL2014-707,497431.62,138790.60,48705.99,0.2790,0.0979,5357.66,5601.19,5114.13,5601.19,
NCL2014-707,498145.30,139504.28,49419.66,0.2800,0.0992,5436.16,5683.26,5189.06,5683.26,
NCL2014-707,498858.97,140217.95,50133.34,0.2811,0.1005,6517.33,7018.67,6016.00,6517.33,
NCL2014-707,499572.65,140931.63,50847.01,0.2821,0.1018,6610.11,7118.58,6101.64,6610.11,
NCL2014-707,500286.32,141645.30,51560.69,0.2831,0.1031,6702.89,7218.50,6187.28,6702.89,
NCL2014-707,501000.00,142358.98,52274.36,0.2841,0.1043,6795.67,7318.41,6272.92,6795.67,
NCL2014-707,501713.67,143072.65,52988.04,0.2852,0.1056,6888.44,7418.33,6358.56,6888.44,
NCL2014-707,502427.35,143786.33,53701.71,0.2862,0.1069,6981.22,7518.24,6444.21,6981.22,
NCL2014-707,503141.02,144500.00,54415.39,0.2872,0.1082,7074.00,7618.15,6529.85,7074.00,
NCL2014-707,503854.70,145213.68,55129.06,0.2882,0.1094,7166.78,7718.07,6615.49,7166.78,
NCL2014-707,504568.37,145927.35,55842.74,0.2892,0.1107,7259.56,7817.98,6701.13,7259.56,
NCL2014-707,505282.05,146641.03,56556.41,0.2902,0.1119,7352.33,7917.90,6786.77,7352.33,
NCL2014-707,505995.72,147354.70,57270.09,0.2912,0.1132,7445.11,8017.81,6872.41,7445.11,
NCL2014-707,506709.40,148068.38,57983.76,0.2922,0.1144,7537.89,8117.73,6958.05,7537.89,
NCL2014-707,507423.07,148782.05,58697.44,0.2932,0.1157,7630.67,8217.64,7043.69,7630.67,
NCL2014-707,508136.75,149495.73,59411.11,0.2942,0.1169,7723.44,8317.56,7129.33,7723.44,
NCL2014-707,508850.42,150209.40,60124.79,0.2952,0.1182,7816.22,8417.47,7214.97,7816.22,
NCL2014-707,509564.10,150923.08,60838.46,0.2962,0.1194,7909.00,8517.39,7300.62,7909.00,
NCL2014-707,510277.78,151636.76,61552.14,0.2972,0.1206,8001.78,8617.30,7386.26,8001.78,
NCL2014-707,510991.45,152350.43,62265.81,0.2981,0.1219,8094.56,8717.21,7471.90,8094.56,
NCL2014-707,511705.13,153064.11,62979.49,0.2991,0.1231,8187.33,8817.13,7557.54,8187.33,
NCL2014-707,512418.80,153777.78,63693.17,0.3001,0.1243,8280.11,8917.04,7643.18,8280.11,
NCL2014-707,513132.48,154491.46,64406.84,0.3011,0.1255,8372.89,9016.96,7728.82,8372.89,
NCL2014-707,513846.15,155205.13,65120.52,0.3020,0.1267,8465.67,9116.87,7814.46,8465.67,
NCL2014-707,514559.83,155918.81,65834.19,0.3030,0.1279,8558.44,9216.79,7900.10,8558.44,
NCL2014-707,515273.50,156632.48,66547.87,0.3040,0.1292,8651.22,9316.70,7985.74,8651.22,
NCL2014-707,515987.18,157346.16,67261.54,0.3049,0.1304,8744.00,9416.62,8071.38,8744.00,
NCL2014-707,516700.85,158059.83,67975.22,0.3059,0.1316,8836.78,9516.53,8157.03,8836.78,
NCL2014-707,517414.53,158773.51,68688.89,0.3069,0.1328,8929.56,9616.44,8242.67,8929.56,
NCL2014-707,518128.20,159487.18,69402.57,0.3078,0.1339,9022.33,9716.36,8328.31,9022.33,
NCL2014-707,518841.88,160200.86,70116.24,0.3088,0.1351,9115.11,9816.27,8413.95,9115.11,
NCL2014-707,519555.55,160914.53,70829.92,0.3097,0.1363,9207.89,9916.19,8499.59,9207.89,
NCL2014-707,520269.23,161628.21,71543.59,0.3107,0.1375,9300.67,10016.10,8585.23,9300.67,
NCL2014-707,520982.90,162341.88,72257.27,0.3116,0.1387,9393.44,10116.02,8670.87,9393.44,
NCL2014-707,521696.58,163055.56,72970.94,0.3125,0.1399,9486.22,10215.93,8756.51,9486.22,
NCL2014-707,522410.25,163769.23,73684.62,0.3135,0.1410,9579.00,10315.85,8842.15,9579.00,
NCL2014-707,523123.93,164482.91,74398.29,0.3144,0.1422,9671.78,10415.76,8927.80,9671.78,
NCL2014-707,523837.60,165196.58,75111.97,0.3154,0.1434,9764.56,10515.68,9013.44,9764.56,
NCL2014-707,524551.28,165910.26,75825.64,0.3163,0.1446,9857.33,10615.59,9099.08,9857.33,
NCL2014-707,525264.95,166623.93,76539.32,0.3172,0.1457,9950.11,10715.50,9184.72,9950.11,
NCL2014-707,525978.63,167337.61,77252.99,0.3181,0.1469,10042.89,10815.42,9270.36,10042.89,
NCL2014-707,526692.30,168051.28,77966.67,0.3191,0.1480,10135.67,10915.33,9356.00,10135.67,
NCL2014-707,527405.98,168764.96,78680.34,0.3200,0.1492,10228.44,11015.25,9441.64,10228.44,
NCL2014-707,528119.66,169478.64,79394.02,0.3209,0.1503,11909.10,13100.01,11909.10,11909.10,
NCL2014-707,528833.33,170192.31,80107.70,0.3218,0.1515,12016.15,13217.77,12016.15,12016.15,
NCL2014-707,529547.01,170905.99,80821.37,0.3227,0.1526,12123.21,13335.53,12123.21,12123.21,
NCL2014-707,530260.68,171619.66,81535.05,0.3237,0.1538,12230.26,13453.28,12230.26,12230.26,
NCL2014-707,530974.36,172333.34,82248.72,0.3246,0.1549,12337.31,13571.04,12337.31,12337.31,
NCL2014-707,531688.03,173047.01,82962.40,0.3255,0.1560,12444.36,13688.80,12444.36,12444.36,
NCL2014-707,532401.71,173760.69,83676.07,0.3264,0.1572,12551.41,13806.55,12551.41,12551.41,
NCL2014-707,533115.38,174474.36,84389.75,0.3273,0.1583,12658.46,13924.31,12658.46,12658.46,
NCL2014-707,533829.06,175188.04,85103.42,0.3282,0.1594,12765.51,14042.06,12765.51,12765.51,
NCL2014-707,534542.73,175901.71,85817.10,0.3291,0.1605,12872.56,14159.82,12872.56,12872.56,
NCL2014-707,535256.41,176615.39,86530.77,0.3300,0.1617,12979.62,14277.58,12979.62,12979.62,
NCL2014-707,535970.08,177329.06,87244.45,0.3309,0.1628,13086.67,14395.33,13086.67,13086.67,
NCL2014-707,536683.76,178042.74,87958.12,0.3317,0.1639,13193.72,14513.09,13193.72,13193.72,
NCL2014-707,537397.43,178756.41,88671.80,0.3326,0.1650,13300.77,14630.85,13300.77,13300.77,
NCL2014-707,538111.11,179470.09,89385.47,0.3335,0.1661,13407.82,14748.60,13407.82,13407.82,
NCL2014-707,538824.78,180183.76,90099.15,0.3344,0.1672,13514.87,14866.36,13514.87,13514.87,
NCL2014-707,539538.46,180897.44,90812.82,0.3353,0.1683,13621.92,14984.12,13621.92,13621.92,
NCL2014-707,540252.13,181611.11,91526.50,0.3362,0.1694,13728.97,15101.87,13728.97,13728.97,
NCL2014-707,540965.81,182324.79,92240.17,0.3370,0.1705,13836.03,15219.63,13836.03,13836.03,
NCL2014-707,541679.48,183038.46,92953.85,0.3379,0.1716,13943.08,15337.39,13943.08,13943.08,
NCL2014-707,542393.16,183752.14,93667.52,0.3388,0.1727,14050.13,15455.14,14050.13,14050.13,
NCL2014-707,543106.83,184465.81,94381.20,0.3396,0.1738,14157.18,15572.90,14157.18,14157.18,
NCL2014-707,543820.51,185179.49,95094.87,0.3405,0.1749,14264.23,15690.65,14264.23,14264.23,
NCL2014-707,544534.19,185893.17,95808.55,0.3414,0.1759,14371.28,15808.41,14371.28,14371.28,
NCL2014-707,545247.86,186606.84,96522.23,0.3422,0.1770,14478.33,15926.17,14478.33,14478.33,
NCL2014-707,545961.54,187320.52,97235.90,0.3431,0.1781,14585.39,16043.92,14585.39,14585.39,
NCL2014-707,546675.21,188034.19,97949.58,0.3440,0.1792,14692.44,16161.68,14692.44,14692.44,
NCL2014-707,547388.89,188747.87,98663.25,0.3448,0.1802,14799.49,16279.44,14799.49,14799.49,
NCL2014-707,548102.56,189461.54,99376.93,0.3457,0.1813,14906.54,16397.19,14906.54,14906.54,
NCL2014-707,548816.24,190175.22,100090.60,0.3465,0.1824,15013.59,16514.95,15013.59,15013.59,
NCL2014-707,549529.91,190888.89,100804.28,0.3474,0.1834,15120.64,16632.71,15120.64,15120.64,
NCL2014-707,550243.59,191602.57,101517.95,0.3482,0.1845,15227.69,16750.46,15227.69,15227.69,
NCL2014-707,550957.26,192316.24,102231.63,0.3491,0.1856,15334.74,16868.22,15334.74,15334.74,
NCL2014-707,551670.94,193029.92,102945.30,0.3499,0.1866,15441.80,16985.97,15441.80,15441.80,
NCL2014-707,552384.61,193743.59,103658.98,0.3507,0.1877,15548.85,17103.73,15548.85,15548.85,
NCL2014-707,553098.29,194457.27,104372.65,0.3516,0.1887,15655.90,17221.49,15655.90,15655.90,
NCL2014-707,553811.96,195170.94,105086.33,0.3524,0.1898,15762.95,17339.24,15762.95,15762.95,
NCL2014-707,554525.64,195884.62,105800.00,0.3532,0.1908,15870.00,17457.00,15870.00,15870.00,
NCL2014-707,555239.31,196598.29,106513.68,0.3541,0.1918,15977.05,17574.76,15977.05,15977.05,
NCL2014-707,555952.99,197311.97,107227.35,0.3549,0.1929,16084.10,17692.51,16084.10,16084.10,
NCL2014-707,556666.66,198025.64,107941.03,0.3557,0.1939,16191.15,17810.27,16191.15,16191.15,
NCL2014-707,557380.34,198739.32,108654.70,0.3566,0.1949,16298.21,17928.03,16298.21,16298.21,
NCL2014-707,558094.01,199452.99,109368.38,0.3574,0.1960,16405.26,18045.78,16405.26,16405.26,
NCL2014-707,558807.69,200166.67,110082.05,0.3582,0.1970,16512.31,18163.54,16512.31,16512.31,
NCL2014-707,559521.36,200880.34,110795.73,0.3590,0.1980,16619.36,18281.30,16619.36,16619.36,
NCL2014-707,560235.04,201594.02,111509.40,0.3598,0.1990,16726.41,18399.05,16726.41,16726.41,
NCL2014-707,560948.72,202307.70,112223.08,0.3607,0.2001,22444.62,22444.62,22444.62,22444.62,
NCL2014-707,561662.39,203021.37,112936.75,0.3615,0.2011,22587.35,22587.35,22587.35,22587.35,
NCL2014-707,562376.07,203735.05,113650.43,0.3623,0.2021,22730.09,22730.09,22730.09,22730.09,
NCL2014-707,563089.74,204448.72,114364.11,0.3631,0.2031,22872.82,22872.82,22872.82,22872.82,
NCL2014-707,563803.42,205162.40,115077.78,0.3639,0.2041,23015.56,23015.56,23015.56,23015.56,
NCL2014-707,564517.09,205876.07,115791.46,0.3647,0.2051,23158.29,23158.29,23158.29,23158.29,
NCL2014-707,565230.77,206589.75,116505.13,0.3655,0.2061,23301.03,23301.03,23301.03,23301.03,
NCL2014-707,565944.44,207303.42,117218.81,0.3663,0.2071,23443.76,23443.76,23443.76,23443.76,
NCL2014-707,566658.12,208017.10,117932.48,0.3671,0.2081,23586.50,23586.50,23586.50,23586.50,
NCL2014-707,567371.79,208730.77,118646.16,0.3679,0.2091,23729.23,23729.23,23729.23,23729.23,
NCL2014-707,568085.47,209444.45,119359.83,0.3687,0.2101,23871.97,23871.97,23871.97,23871.97,
NCL2014-707,568799.14,210158.12,120073.51,0.3695,0.2111,24014.70,24014.70,24014.70,24014.70,
NCL2014-707,569512.82,210871.80,120787.18,0.3703,0.2121,24157.44,24157.44,24157.44,24157.44,
NCL2014-707,570226.49,211585.47,121500.86,0.3711,0.2131,24300.17,24300.17,24300.17,24300.17,
NCL2014-707,570940.17,212299.15,122214.53,0.3718,0.2141,24442.91,24442.91,24442.91,24442.91,
NCL2014-707,571653.84,213012.82,122928.21,0.3726,0.2150,24585.64,24585.64,24585.64,24585.64,
NCL2014-707,572367.52,213726.50,123641.88,0.3734,0.2160,24728.38,24728.38,24728.38,24728.38,
NCL2014-707,573081.19,214440.17,124355.56,0.3742,0.2170,24871.11,24871.11,24871.11,24871.11,
NCL2014-707,573794.87,215153.85,125069.23,0.3750,0.2180,25013.85,25013.85,25013.85,25013.85,
NCL2014-707,574508.54,215867.52,125782.91,0.3757,0.2189,25156.58,25156.58,25156.58,25156.58,
NCL2014-707,575222.22,216581.20,126496.58,0.3765,0.2199,25299.32,25299.32,25299.32,25299.32,
NCL2014-707,575935.89,217294.87,127210.26,0.3773,0.2209,25442.05,25442.05,25442.05,25442.05,
NCL2014-707,576649.57,218008.55,127923.93,0.3781,0.2218,25584.79,25584.79,25584.79,25584.79,
NCL2014-707,577363.24,218722.22,128637.61,0.3788,0.2228,25727.52,25727.52,25727.52,25727.52,
NCL2014-707,578076.92,219435.90,129351.28,0.3796,0.2238,25870.26,25870.26,25870.26,25870.26,
NCL2014-707,578790.60,220149.58,130064.96,0.3804,0.2247,26012.99,26012.99,26012.99,26012.99,
NCL2014-707,579504.27,220863.25,130778.64,0.3811,0.2257,26155.73,26155.73,26155.73,26155.73,
NCL2014-707,580217.95,221576.93,131492.31,0.3819,0.2266,26298.46,26298.46,26298.46,26298.46,
NCL2014-707,580931.62,222290.60,132205.99,0.3826,0.2276,26441.20,26441.20,26441.20,26441.20,
NCL2014-707,581645.30,223004.28,132919.66,0.3834,0.2285,26583.93,26583.93,26583.93,26583.93,
NCL2014-707,582358.97,223717.95,133633.34,0.3842,0.2295,26726.67,26726.67,26726.67,26726.67,
NCL2014-707,583072.65,224431.63,134347.01,0.3849,0.2304,26869.40,26869.40,26869.40,26869.40,
NCL2014-707,583786.32,225145.30,135060.69,0.3857,0.2314,27012.14,27012.14,27012.14,27012.14,
NCL2014-707,584500.00,225858.98,135774.36,0.3864,0.2323,27154.87,27154.87,27154.87,27154.87,
NCL2014-707,585213.67,226572.65,136488.04,0.3872,0.2332,27297.61,27297.61,27297.61,27297.61,
NCL2014-707,585927.35,227286.33,137201.71,0.3879,0.2342,27440.34,27440.34,27440.34,27440.34,
NCL2014-707,586641.02,228000.00,137915.39,0.3887,0.2351,27583.08,27583.08,27583.08,27583.08,
NCL2014-707,587354.70,228713.68,138629.06,0.3894,0.2360,27725.81,27725.81,27725.81,27725.81,
NCL2014-707,588068.37,229427.35,139342.74,0.3901,0.2369,27868.55,27868.55,27868.55,27868.55,
NCL2014-707,588782.05,230141.03,140056.41,0.3909,0.2379,28011.28,28011.28,28011.28,28011.28,
NCL2014-707,589495.72,230854.70,140770.09,0.3916,0.2388,28154.02,28154.02,28154.02,28154.02,
NCL2014-707,590209.40,231568.38,141483.76,0.3923,0.2397,28296.75,28296.75,28296.75,28296.75,
NCL2014-707,590923.07,232282.05,142197.44,0.3931,0.2406,28439.49,28439.49,28439.49,28439.49,
NCL2014-707,591636.75,232995.73,142911.11,0.3938,0.2416,28582.22,28582.22,28582.22,28582.22,
NCL2014-707,592350.42,233709.40,143624.79,0.3945,0.2425,28724.96,28724.96,28724.96,28724.96,
NCL2014-707,593064.10,234423.08,144338.46,0.3953,0.2434,28867.69,28867.69,28867.69,28867.69,
NCL2014-707,593777.77,235136.75,145052.14,0.3960,0.2443,29010.43,29010.43,29010.43,29010.43,
NCL2014-707,594491.45,235850.43,145765.81,0.3967,0.2452,29153.16,29153.16,29153.16,29153.16,
NCL2014-707,595205.13,236564.11,146479.49,0.3974,0.2461,29295.90,29295.90,29295.90,29295.90,
NCL2014-707,595918.80,237277.78,147193.16,0.3982,0.2470,29438.63,29438.63,29438.63,29438.63,
NCL2014-707,596632.48,237991.46,147906.84,0.3989,0.2479,29581.37,29581.37,29581.37,29581.37,
NCL2014-707,597346.15,238705.13,148620.52,0.3996,0.2488,29724.10,29724.10,29724.10,29724.10,
NCL2014-707,598059.83,239418.81,149334.19,0.4003,0.2497,29866.84,29866.84,29866.84,29866.84,
NCL2014-707,598773.50,240132.48,150047.87,0.4010,0.2506,30009.57,30009.57,30009.57,30009.57,
NCL2014-707,599487.18,240846.16,150761.54,0.4018,0.2515,30152.31,30152.31,30152.31,30152.31,
NCL2014-707,600200.85,241559.83,151475.22,0.4025,0.2524,30295.04,30295.04,30295.04,30295.04,
NCL2014-707,600914.53,242273.51,152188.89,0.4032,0.2533,30437.78,30437.78,30437.78,30437.78,
NCL2014-707,601628.20,242987.18,152902.57,0.4039,0.2541,30580.51,30580.51,30580.51,30580.51,
NCL2014-707,602341.88,243700.86,153616.24,0.4046,0.2550,30723.25,30723.25,30723.25,30723.25,
NCL2014-707,603055.55,244414.53,154329.92,0.4053,0.2559,30865.98,30865.98,30865.98,30865.98,
NCL2014-707,603769.23,245128.21,155043.59,0.4060,0.2568,31008.72,31008.72,31008.72,31008.72,
NCL2014-707,604482.90,245841.88,155757.27,0.4067,0.2577,31151.45,31151.45,31151.45,31151.45,
NCL2014-707,605196.58,246555.56,156470.94,0.4074,0.2585,31294.19,31294.19,31294.19,31294.19,
NCL2014-707,605910.25,247269.23,157184.62,0.4081,0.2594,31436.92,31436.92,31436.92,31436.92,
NCL2014-707,606623.93,247982.91,157898.29,0.4088,0.2603,31579.66,31579.66,31579.66,31579.66,
NCL2014-707,607337.60,248696.58,158611.97,0.4095,0.2612,31722.39,31722.39,31722.39,31722.39,
NCL2014-707,608051.28,249410.26,159325.64,0.4102,0.2620,31865.13,31865.13,31865.13,31865.13,
NCL2014-707,608764.95,250123.93,160039.32,0.4109,0.2629,32007.86,32007.86,32007.86,32007.86,
NCL2014-707,609478.63,250837.61,160752.99,0.4116,0.2638,32150.60,32150.60,32150.60,32150.60,
NCL2014-707,610192.30,251551.28,161466.67,0.4122,0.2646,32293.33,32293.33,32293.33,32293.33,
NCL2014-707,610905.98,252264.96,162180.34,0.4129,0.2655,32436.07,32436.07,32436.07,32436.07,
NCL2014-707,611619.65,252978.63,162894.02,0.4136,0.2663,32578.80,32578.80,32578.80,32578.80,
NCL2014-707,612333.33,253692.31,163607.69,0.4143,0.2672,32721.54,32721.54,32721.54,32721.54,
NCL2014-707,613047.01,254405.99,164321.37,0.4150,0.2680,32864.27,32864.27,32864.27,32864.27,
NCL2014-707,613760.68,255119.66,165035.05,0.4157,0.2689,33007.01,33007.01,33007.01,33007.01,
NCL2014-707,614474.36,255833.34,165748.72,0.4163,0.2697,33149.74,33149.74,33149.74,33149.74,
NCL2014-707,615188.03,256547.01,166462.40,0.4170,0.2706,33292.48,33292.48,33292.48,33292.48,
NCL2014-707,615901.71,257260.69,167176.07,0.4177,0.2714,33435.21,33435.21,33435.21,33435.21,
NCL2014-707,616615.38,257974.36,167889.75,0.4184,0.2723,33577.95,33577.95,33577.95,33577.95,
NCL2014-707,617329.06,258688.04,168603.42,0.4190,0.2731,33720.68,33720.68,33720.68,33720.68,
NCL2014-707,618042.73,259401.71,169317.10,0.4197,0.2740,33863.42,33863.42,33863.42,33863.42,
NCL2014-707,618756.41,260115.39,170030.77,0.4204,0.2748,34006.15,34006.15,34006.15,34006.15,
NCL2014-707,619470.08,260829.06,170744.45,0.4211,0.2756,34148.89,34148.89,34148.89,34148.89,
NCL2014-707,620183.76,261542.74,171458.12,0.4217,0.2765,34291.62,34291.62,34291.62,34291.62,
NCL2014-707,620897.43,262256.41,172171.80,0.4224,0.2773,34434.36,34434.36,34434.36,34434.36,
NCL2014-707,621611.11,262970.09,172885.47,0.4230,0.2781,34577.09,34577.09,34577.09,34577.09,
NCL2014-707,622324.78,263683.76,173599.15,0.4237,0.2790,34719.83,34719.83,34719.83,34719.83,
NCL2014-707,623038.46,264397.44,174312.82,0.4244,0.2798,34862.56,34862.56,34862.56,34862.56,
NCL2014-707,623752.13,265111.11,175026.50,0.4250,0.2806,35005.30,35005.30,35005.30,35005.30,
NCL2014-707,624465.81,265824.79,175740.17,0.4257,0.2814,35148.03,35148.03,35148.03,35148.03,
NCL2014-707,625179.48,266538.46,176453.85,0.4263,0.2822,35290.77,35290.77,35290.77,35290.77,
NCL2014-707,625893.16,267252.14,177167.52,0.4270,0.2831,35433.50,35433.50,35433.50,35433.50,
NCL2014-707,626606.83,267965.81,177881.20,0.4276,0.2839,35576.24,35576.24,35576.24,35576.24,
NCL2014-707,627320.51,268679.49,178594.87,0.4283,0.2847,35718.97,35718.97,35718.97,35718.97,
NCL2014-707,628034.18,269393.16,179308.55,0.4289,0.2855,35861.71,35861.71,35861.71,35861.71,
NCL2014-707,628747.86,270106.84,180022.22,0.4296,0.2863,36004.44,36004.44,36004.44,36004.44,
NCL2014-707,629461.54,270820.52,180735.90,0.4302,0.2871,36147.18,36147.18,36147.18,36147.18,
NCL2014-707,630175.21,271534.19,181449.58,0.4309,0.2879,36289.92,36289.92,36289.92,36289.92,
NCL2014-707,630888.89,272247.87,182163.25,0.4315,0.2887,36432.65,36432.65,36432.65,36432.65,
NCL2014-707,631602.56,272961.54,182876.93,0.4322,0.2895,36575.39,36575.39,36575.39,36575.39,
NCL2014-707,632316.24,273675.22,183590.60,0.4328,0.2903,36718.12,36718.12,36718.12,36718.12,
NCL2014-707,633029.91,274388.89,184304.28,0.4335,0.2911,36860.86,36860.86,36860.86,36860.86,
NCL2014-707,633743.59,275102.57,185017.95,0.4341,0.2919,37003.59,37003.59,37003.59,37003.59,
NCL2014-707,634457.26,275816.24,185731.63,0.4347,0.2927,37146.33,37146.33,37146.33,37146.33,
NCL2014-707,635170.94,276529.92,186445.30,0.4354,0.2935,37289.06,37289.06,37289.06,37289.06,
NCL2014-707,635884.61,277243.59,187158.98,0.4360,0.2943,37431.80,37431.80,37431.80,37431.80,
NCL2014-707,636598.29,277957.27,187872.65,0.4366,0.2951,37574.53,37574.53,37574.53,37574.53,
NCL2014-707,637311.96,278670.94,188586.33,0.4373,0.2959,37717.27,37717.27,37717.27,37717.27,
NCL2014-707,638025.64,279384.62,189300.00,0.4379,0.2967,37860.00,37860.00,37860.00,37860.00,
NCL2014-707,638739.31,280098.29,190013.68,0.4385,0.2975,38002.74,38002.74,38002.74,38002.74,
NCL2014-707,639452.99,280811.97,190727.35,0.4391,0.2983,38145.47,38145.47,38145.47,38145.47,
NCL2014-707,640166.66,281525.64,191441.03,0.4398,0.2990,38288.21,38288.21,38288.21,38288.21,
NCL2014-707,640880.34,282239.32,192154.70,0.4404,0.2998,38430.94,38430.94,38430.94,38430.94,
NCL2015-0388,15126.92,766.06,766.06,0.0506,0.0506,72.78,76.61,68.95,76.61,
NCL2015-0388,15156.41,795.55,795.55,0.0525,0.0525,75.58,79.56,71.60,79.56,
NCL2015-0388,15185.90,825.04,825.04,0.0543,0.0543,78.38,82.50,74.25,82.50,
NCL2015-0388,15215.38,854.52,854.52,0.0562,0.0562,81.18,85.45,76.91,85.45,
NCL2015-0388,15244.87,884.01,884.01,0.0580,0.0580,83.98,88.40,79.56,88.40,
NCL2015-0388,15274.36,913.50,913.50,0.0598,0.0598,86.78,91.35,82.21,91.35,
NCL2015-0388,15303.85,942.99,942.99,0.0616,0.0616,89.58,94.30,84.87,94.30,
NCL2015-0388,15333.33,972.47,972.47,0.0634,0.0634,92.38,97.25,87.52,97.25,
NCL2015-0388,15362.82,1001.96,1001.96,0.0652,0.0652,95.19,100.20,90.18,100.20,
NCL2015-0388,15392.31,1031.45,1031.45,0.0670,0.0670,97.99,103.14,92.83,103.14,
NCL2015-0388,15421.80,1060.94,1060.94,0.0688,0.0688,100.79,106.09,95.48,106.09,
NCL2015-0388,15451.28,1090.42,1090.42,0.0706,0.0706,103.59,109.04,98.14,109.04,
NCL2015-0388,15480.77,1119.91,1119.91,0.0723,0.0723,106.39,111.99,100.79,111.99,
NCL2015-0388,15510.26,1149.40,1149.40,0.0741,0.0741,109.19,114.94,103.45,114.94,
NCL2015-0388,15539.74,1178.88,1178.88,0.0759,0.0759,111.99,117.89,106.10,117.89,
NCL2015-0388,15569.23,1208.37,1208.37,0.0776,0.0776,114.80,120.84,108.75,120.84,
NCL2015-0388,15598.72,1237.86,1237.86,0.0794,0.0794,117.60,123.79,111.41,123.79,
NCL2015-0388,15628.21,1267.35,1267.35,0.0811,0.0811,139.41,145.74,133.07,145.74,
NCL2015-0388,15657.69,1296.83,1296.83,0.0828,0.0828,142.65,149.14,136.17,149.14,
NCL2015-0388,15687.18,1326.32,1326.32,0.0845,0.0845,145.90,152.53,139.26,152.53,
NCL2015-0388,15716.67,1355.81,1355.81,0.0863,0.0863,149.14,155.92,142.36,155.92,
NCL2015-0388,15746.15,1385.29,1385.29,0.0880,0.0880,152.38,159.31,145.46,159.31,
NCL2015-0388,15775.64,1414.78,1414.78,0.0897,0.0897,155.63,162.70,148.55,162.70,
NCL2015-0388,15805.13,1444.27,1444.27,0.0914,0.0914,158.87,166.09,151.65,166.09,
NCL2015-0388,15834.62,1473.76,1473.76,0.0931,0.0931,162.11,169.48,154.74,169.48,
NCL2015-0388,15864.10,1503.24,1503.24,0.0948,0.0948,165.36,172.87,157.84,172.87,
NCL2015-0388,15893.59,1532.73,1532.73,0.0964,0.0964,168.60,176.26,160.94,176.26,
NCL2015-0388,15923.08,1562.22,1562.22,0.0981,0.0981,171.84,179.65,164.03,179.65,
NCL2015-0388,15952.56,1591.70,1591.70,0.0998,0.0998,175.09,183.05,167.13,183.05,
NCL2015-0388,15982.05,1621.19,1621.19,0.1014,0.1014,210.75,226.97,194.54,210.75,
NCL2015-0388,16011.54,1650.68,1650.68,0.1031,0.1031,214.59,231.10,198.08,214.59,
NCL2015-0388,16041.03,1680.17,1680.17,0.1047,0.1047,218.42,235.22,201.62,218.42,
NCL2015-0388,16070.51,1709.65,1709.65,0.1064,0.1064,222.25,239.35,205.16,222.25,
NCL2015-0388,16100.00,1739.14,1739.14,0.1080,0.1080,226.09,243.48,208.70,226.09,
NCL2015-0388,16129.49,1768.63,1768.63,0.1097,0.1097,229.92,247.61,212.24,229.92,
NCL2015-0388,16158.97,1798.11,1798.11,0.1113,0.1113,233.75,251.74,215.77,233.75,
NCL2015-0388,16188.46,1827.60,1827.60,0.1129,0.1129,237.59,255.86,219.31,237.59,
NCL2015-0388,16217.95,1857.09,1857.09,0.1145,0.1145,241.42,259.99,222.85,241.42,
NCL2015-0388,16247.44,1886.58,1886.58,0.1161,0.1161,245.25,264.12,226.39,245.25,
NCL2015-0388,16276.92,1916.06,1916.06,0.1177,0.1177,249.09,268.25,229.93,249.09,
NCL2015-0388,16306.41,1945.55,1945.55,0.1193,0.1193,252.92,272.38,233.47,252.92,
